DateTime,WSPD1/A001E,WSPD11/A001E,WSPD12/A001E,WDIR1/A001E,,,,,,
03/23/2016 2220,10.2,11.39,12.37,214,,,,,,
03/23/2016 2230,10.2,11.39,12.37,213,,,,,,
03/23/2016 2240,10.3,11.5,12.49,214,,,,,,
03/23/2016 2250,10.2,11.39,12.37,212,,,,,,
03/23/2016 2300,10,11.16,12.13,213,,,,,,
03/23/2016 2310,10.4,11.61,12.62,215,,,,,,
03/23/2016 2320,10.3,11.5,12.49,212,,,,,,
03/23/2016 2330,10.2,11.39,12.37,214,,,,,,
03/23/2016 2340,10.4,11.61,12.62,215,,,,,,
03/23/2016 2350,10,11.16,12.13,214,,,,,,
03/24/2016 0000,10.2,11.39,12.37,212,,,,,,
03/24/2016 0010,10.3,11.5,12.49,215,,,,,,
03/24/2016 0020,10.1,11.27,12.25,216,,,,,,
03/24/2016 0030,10.3,11.5,12.49,215,,,,,,
03/24/2016 0040,10.3,11.5,12.49,212,,,,,,
03/24/2016 0050,10.3,11.5,12.49,209,,,,,,
03/24/2016 0100,10.8,12.06,13.1,210,,,,,,
03/24/2016 0110,10.8,12.06,13.1,211,,,,,,
03/24/2016 0120,10.4,11.61,12.62,208,,,,,,
03/24/2016 0130,10.6,11.83,12.86,207,,,,,,
03/24/2016 0140,10.6,11.83,12.86,208,,,,,,
03/24/2016 0150,10.2,11.39,12.37,208,,,,,,
03/24/2016 0200,10.2,11.39,12.37,207,,,,,,
03/24/2016 0210,10.2,11.39,12.37,207,,,,,,
03/24/2016 0220,10,11.16,12.13,210,,,,,,
03/24/2016 0230,10.3,11.5,12.49,209,,,,,,
03/24/2016 0240,10.3,11.5,12.49,205,,,,,,
03/24/2016 0250,9.7,10.83,11.77,208,,,,,,
03/24/2016 0300,10.1,11.27,12.25,210,,,,,,
03/24/2016 0310,10.2,11.39,12.37,210,,,,,,
03/24/2016 0320,9.8,10.94,11.89,209,,,,,,
03/24/2016 0330,10,11.16,12.13,211,,,,,,
03/24/2016 0340,9.7,10.83,11.77,210,,,,,,
03/24/2016 0350,9.7,10.83,11.77,213,,,,,,
03/24/2016 0400,9.9,11.05,12.01,209,,,,,,
03/24/2016 0410,10,11.16,12.13,207,,,,,,
03/24/2016 0420,10.2,11.39,12.37,211,,,,,,
03/24/2016 0430,10.2,11.39,12.37,207,,,,,,
03/24/2016 0440,9.9,11.05,12.01,209,,,,,,
03/24/2016 0450,9.8,10.94,11.89,214,,,,,,
03/24/2016 0500,10,11.16,12.13,211,,,,,,
03/24/2016 0510,10.2,11.39,12.37,213,,,,,,
03/24/2016 0520,9.7,10.83,11.77,215,,,,,,
03/24/2016 0530,9.9,11.05,12.01,220,,,,,,
03/24/2016 0540,9.7,10.83,11.77,215,,,,,,
03/24/2016 0550,9.9,11.05,12.01,214,,,,,,
03/24/2016 0600,9.3,10.38,11.28,215,,,,,,
03/24/2016 0610,9.5,10.6,11.52,223,,,,,,
03/24/2016 0620,9.7,10.83,11.77,219,,,,,,
03/24/2016 0630,9.3,10.38,11.28,221,,,,,,
03/24/2016 0640,9.7,10.83,11.77,227,,,,,,
03/24/2016 0650,9.3,10.38,11.28,227,,,,,,
03/24/2016 0700,9.3,10.38,11.28,217,,,,,,
03/24/2016 0710,9.3,10.38,11.28,221,,,,,,
03/24/2016 0720,8.6,9.6,10.43,220,,,,,,
03/24/2016 0730,8.7,9.71,10.55,218,,,,,,
03/24/2016 0740,7.9,8.82,9.58,220,,,,,,
03/24/2016 0750,8.3,9.26,10.07,223,,,,,,
03/24/2016 0800,8.6,9.6,10.43,220,,,,,,
03/24/2016 0810,8.4,9.38,10.19,221,,,,,,
03/24/2016 0820,8.3,9.26,10.07,221,,,,,,
03/24/2016 0830,8,8.93,9.7,216,,,,,,
03/24/2016 0840,8.4,9.38,10.19,215,,,,,,
03/24/2016 0850,8.6,9.6,10.43,214,,,,,,
03/24/2016 0900,8.7,9.71,10.55,216,,,,,,
03/24/2016 0910,8.4,9.38,10.19,213,,,,,,
03/24/2016 0920,8.4,9.38,10.19,213,,,,,,
03/24/2016 0930,8.1,9.04,9.83,209,,,,,,
03/24/2016 0940,7.5,8.37,9.1,209,,,,,,
03/24/2016 0950,7.5,8.37,9.1,212,,,,,,
03/24/2016 1000,7.8,8.71,9.46,207,,,,,,
03/24/2016 1010,8.1,9.04,9.83,203,,,,,,
03/24/2016 1020,7.9,8.82,9.58,211,,,,,,
03/24/2016 1030,8.9,9.93,10.8,208,,,,,,
03/24/2016 1040,8.9,9.93,10.8,208,,,,,,
03/24/2016 1050,9,10.05,10.92,210,,,,,,
03/24/2016 1100,8.7,9.71,10.55,212,,,,,,
03/24/2016 1110,8.6,9.6,10.43,207,,,,,,
03/24/2016 1120,9,10.05,10.92,211,,,,,,
03/24/2016 1130,8.3,9.26,10.07,207,,,,,,
03/24/2016 1140,8.5,9.49,10.31,208,,,,,,
03/24/2016 1150,8.3,9.26,10.07,202,,,,,,
03/24/2016 1200,7.7,8.59,9.34,209,,,,,,
03/24/2016 1210,8,8.93,9.7,207,,,,,,
03/24/2016 1220,7.7,8.59,9.34,199,,,,,,
03/24/2016 1230,8.1,9.04,9.83,199,,,,,,
03/24/2016 1240,8.1,9.04,9.83,200,,,,,,
03/24/2016 1250,7.9,8.82,9.58,207,,,,,,
03/24/2016 1300,7.8,8.71,9.46,200,,,,,,
03/24/2016 1310,7.8,8.71,9.46,207,,,,,,
03/24/2016 1320,7.3,8.15,8.86,198,,,,,,
03/24/2016 1330,7.2,8.04,8.73,200,,,,,,
03/24/2016 1340,7.2,8.04,8.73,205,,,,,,
03/24/2016 1350,7.1,7.93,8.61,204,,,,,,
03/24/2016 1400,7.3,8.15,8.86,211,,,,,,
03/24/2016 1410,7.7,8.59,9.34,197,,,,,,
03/24/2016 1420,7.6,8.48,9.22,204,,,,,,
03/24/2016 1430,7.5,8.37,9.1,201,,,,,,
03/24/2016 1440,7.8,8.71,9.46,199,,,,,,
03/24/2016 1450,7.2,8.04,8.73,199,,,,,,
03/24/2016 1500,7.7,8.59,9.34,192,,,,,,
03/24/2016 1510,7.8,8.71,9.46,201,,,,,,
03/24/2016 1520,8.2,9.15,9.95,193,,,,,,
03/24/2016 1530,8.4,9.38,10.19,191,,,,,,
03/24/2016 1540,7.9,8.82,9.58,193,,,,,,
03/24/2016 1550,8.5,9.49,10.31,193,,,,,,
03/24/2016 1600,8.4,9.38,10.19,193,,,,,,
03/24/2016 1610,9.2,10.27,11.16,188,,,,,,
03/24/2016 1620,9.1,10.16,11.04,189,,,,,,
03/24/2016 1630,9,10.05,10.92,190,,,,,,
03/24/2016 1640,9.2,10.27,11.16,187,,,,,,
03/24/2016 1650,9,10.05,10.92,187,,,,,,
03/24/2016 1700,9.2,10.27,11.16,185,,,,,,
03/24/2016 1710,9.2,10.27,11.16,193,,,,,,
03/24/2016 1720,9.6,10.72,11.65,187,,,,,,
03/24/2016 1730,9.2,10.27,11.16,189,,,,,,
03/24/2016 1740,9.4,10.49,11.4,189,,,,,,
03/24/2016 1750,9.3,10.38,11.28,192,,,,,,
03/24/2016 1800,9.1,10.16,11.04,187,,,,,,
03/24/2016 1810,9.4,10.49,11.4,191,,,,,,
03/24/2016 1820,9.6,10.72,11.65,186,,,,,,
03/24/2016 1830,9.2,10.27,11.16,193,,,,,,
03/24/2016 1840,9.4,10.49,11.4,191,,,,,,
03/24/2016 1850,9,10.05,10.92,191,,,,,,
03/24/2016 1900,9.8,10.94,11.89,192,,,,,,
03/24/2016 1910,9.6,10.72,11.65,198,,,,,,
03/24/2016 1920,9.2,10.27,11.16,192,,,,,,
03/24/2016 1930,8.9,9.93,10.8,191,,,,,,
03/24/2016 1940,8.7,9.71,10.55,187,,,,,,
03/24/2016 1950,9.4,10.49,11.4,192,,,,,,
03/24/2016 2000,9.7,10.83,11.77,189,,,,,,
03/24/2016 2010,9.6,10.72,11.65,194,,,,,,
03/24/2016 2020,9.5,10.6,11.52,191,,,,,,
03/24/2016 2030,9.7,10.83,11.77,188,,,,,,
03/24/2016 2040,9.5,10.6,11.52,187,,,,,,
03/24/2016 2050,9.9,11.05,12.01,185,,,,,,
03/24/2016 2100,10.2,11.39,12.37,182,,,,,,
03/24/2016 2110,9.3,10.38,11.28,182,,,,,,
03/24/2016 2120,9.3,10.38,11.28,179,,,,,,
03/24/2016 2130,8.6,9.6,10.43,175,,,,,,
03/24/2016 2140,8.3,9.26,10.07,177,,,,,,
03/24/2016 2150,8.2,9.15,9.95,174,,,,,,
03/24/2016 2200,8.6,9.6,10.43,175,,,,,,
03/24/2016 2210,8.8,9.82,10.67,175,,,,,,
03/24/2016 2220,8.7,9.71,10.55,181,,,,,,
03/24/2016 2230,8.5,9.49,10.31,185,,,,,,
03/24/2016 2240,8.6,9.6,10.43,176,,,,,,
03/24/2016 2250,9.1,10.16,11.04,176,,,,,,
03/24/2016 2300,9,10.05,10.92,173,,,,,,
03/24/2016 2310,8.9,9.93,10.8,173,,,,,,
03/24/2016 2320,9.3,10.38,11.28,178,,,,,,
03/24/2016 2330,9.7,10.83,11.77,176,,,,,,
03/24/2016 2340,9.7,10.83,11.77,171,,,,,,
03/24/2016 2350,10.2,11.39,12.37,170,,,,,,
03/25/2016 0000,10.1,11.27,12.25,171,,,,,,
03/25/2016 0010,10.4,11.61,12.62,167,,,,,,
03/25/2016 0020,10.4,11.61,12.62,171,,,,,,
03/25/2016 0030,10.6,11.83,12.86,175,,,,,,
03/25/2016 0040,10,11.16,12.13,168,,,,,,
03/25/2016 0050,10.2,11.39,12.37,172,,,,,,
03/25/2016 0100,10.4,11.61,12.62,176,,,,,,
03/25/2016 0110,10.6,11.83,12.86,168,,,,,,
03/25/2016 0120,11.6,12.95,14.07,171,,,,,,
03/25/2016 0130,11.7,13.06,14.19,171,,,,,,
03/25/2016 0140,11.1,12.39,13.46,172,,,,,,
03/25/2016 0150,11.9,13.28,14.44,177,,,,,,
03/25/2016 0200,11.5,12.84,13.95,171,,,,,,
03/25/2016 0210,11.9,13.28,14.44,170,,,,,,
03/25/2016 0220,12.1,13.51,14.68,172,,,,,,
03/25/2016 0230,11.8,13.17,14.31,175,,,,,,
03/25/2016 0240,12.5,13.95,15.16,180,,,,,,
03/25/2016 0250,11.9,13.28,14.44,182,,,,,,
03/25/2016 0300,11.4,12.73,13.83,180,,,,,,
03/25/2016 0310,11.4,12.73,13.83,177,,,,,,
03/25/2016 0320,11.8,13.17,14.31,180,,,,,,
03/25/2016 0330,11.2,12.5,13.59,181,,,,,,
03/25/2016 0340,11.5,12.84,13.95,179,,,,,,
03/25/2016 0350,11.5,12.84,13.95,182,,,,,,
03/25/2016 0400,11,12.28,13.34,181,,,,,,
03/25/2016 0410,10.7,11.94,12.98,181,,,,,,
03/25/2016 0420,10.7,11.94,12.98,181,,,,,,
03/25/2016 0430,10.3,11.5,12.49,177,,,,,,
03/25/2016 0440,10.9,12.17,13.22,175,,,,,,
03/25/2016 0450,11.4,12.73,13.83,174,,,,,,
03/25/2016 0500,11.6,12.95,14.07,176,,,,,,
03/25/2016 0510,12,13.39,14.56,178,,,,,,
03/25/2016 0520,11.8,13.17,14.31,176,,,,,,
03/25/2016 0530,12,13.39,14.56,177,,,,,,
03/25/2016 0540,12,13.39,14.56,179,,,,,,
03/25/2016 0550,11.6,12.95,14.07,184,,,,,,
03/25/2016 0600,12.3,13.73,14.92,185,,,,,,
03/25/2016 0610,12.4,13.84,15.04,183,,,,,,
03/25/2016 0620,11.7,13.06,14.19,183,,,,,,
03/25/2016 0630,11.8,13.17,14.31,183,,,,,,
03/25/2016 0640,12.2,13.62,14.8,182,,,,,,
03/25/2016 0650,11.5,12.84,13.95,185,,,,,,
03/25/2016 0700,11.3,12.61,13.71,182,,,,,,
03/25/2016 0710,11.3,12.61,13.71,178,,,,,,
03/25/2016 0720,11.4,12.73,13.83,185,,,,,,
03/25/2016 0730,10.8,12.06,13.1,181,,,,,,
03/25/2016 0740,11,12.28,13.34,181,,,,,,
03/25/2016 0750,10.8,12.06,13.1,186,,,,,,
03/25/2016 0800,10.6,11.83,12.86,181,,,,,,
03/25/2016 0810,10.7,11.94,12.98,179,,,,,,
03/25/2016 0820,10.9,12.17,13.22,184,,,,,,
03/25/2016 0830,11,12.28,13.34,185,,,,,,
03/25/2016 0840,11.3,12.61,13.71,184,,,,,,
03/25/2016 0850,11,12.28,13.34,186,,,,,,
03/25/2016 0900,10.4,11.61,12.62,189,,,,,,
03/25/2016 0910,10.6,11.83,12.86,184,,,,,,
03/25/2016 0920,10.5,11.72,12.74,181,,,,,,
03/25/2016 0930,11,12.28,13.34,184,,,,,,
03/25/2016 0940,10.7,11.94,12.98,188,,,,,,
03/25/2016 0950,11,12.28,13.34,186,,,,,,
03/25/2016 1000,10.8,12.06,13.1,185,,,,,,
03/25/2016 1010,10.6,11.83,12.86,186,,,,,,
03/25/2016 1020,10.5,11.72,12.74,191,,,,,,
03/25/2016 1030,10.5,11.72,12.74,187,,,,,,
03/25/2016 1040,10.8,12.06,13.1,192,,,,,,
03/25/2016 1050,11.1,12.39,13.46,190,,,,,,
03/25/2016 1100,10.9,12.17,13.22,191,,,,,,
03/25/2016 1110,11.2,12.5,13.59,188,,,,,,
03/25/2016 1120,11.6,12.95,14.07,190,,,,,,
03/25/2016 1130,10.9,12.17,13.22,187,,,,,,
03/25/2016 1140,11,12.28,13.34,184,,,,,,
03/25/2016 1150,11.3,12.61,13.71,185,,,,,,
03/25/2016 1200,10.7,11.94,12.98,184,,,,,,
03/25/2016 1210,10.6,11.83,12.86,184,,,,,,
03/25/2016 1220,11.1,12.39,13.46,183,,,,,,
03/25/2016 1230,11.2,12.5,13.59,180,,,,,,
03/25/2016 1240,10.6,11.83,12.86,183,,,,,,
03/25/2016 1250,10.1,11.27,12.25,184,,,,,,
03/25/2016 1300,10.3,11.5,12.49,182,,,,,,
03/25/2016 1310,10.1,11.27,12.25,188,,,,,,
03/25/2016 1320,9.3,10.38,11.28,181,,,,,,
03/25/2016 1330,10,11.16,12.13,178,,,,,,
03/25/2016 1340,10.3,11.5,12.49,179,,,,,,
03/25/2016 1350,10.1,11.27,12.25,182,,,,,,
03/25/2016 1400,9.5,10.6,11.52,180,,,,,,
03/25/2016 1410,9.8,10.94,11.89,178,,,,,,
03/25/2016 1420,9.8,10.94,11.89,177,,,,,,
03/25/2016 1430,10.2,11.39,12.37,176,,,,,,
03/25/2016 1440,10,11.16,12.13,180,,,,,,
03/25/2016 1450,10.1,11.27,12.25,176,,,,,,
03/25/2016 1500,10.2,11.39,12.37,174,,,,,,
03/25/2016 1510,10.4,11.61,12.62,176,,,,,,
03/25/2016 1520,9.7,10.83,11.77,177,,,,,,
03/25/2016 1530,9.9,11.05,12.01,174,,,,,,
03/25/2016 1540,10.1,11.27,12.25,172,,,,,,
03/25/2016 1550,10.1,11.27,12.25,175,,,,,,
03/25/2016 1600,10.5,11.72,12.74,175,,,,,,
03/25/2016 1610,10.5,11.72,12.74,176,,,,,,
03/25/2016 1620,9.4,10.49,11.4,177,,,,,,
03/25/2016 1630,9.5,10.6,11.52,176,,,,,,
03/25/2016 1640,9.3,10.38,11.28,178,,,,,,
03/25/2016 1650,9.7,10.83,11.77,181,,,,,,
03/25/2016 1700,9.6,10.72,11.65,181,,,,,,
03/25/2016 1710,9.3,10.38,11.28,181,,,,,,
03/25/2016 1720,9.3,10.38,11.28,185,,,,,,
03/25/2016 1730,9.1,10.16,11.04,183,,,,,,
03/25/2016 1740,9.1,10.16,11.04,186,,,,,,
03/25/2016 1750,10,11.16,12.13,187,,,,,,
03/25/2016 1800,9.8,10.94,11.89,189,,,,,,
03/25/2016 1810,9.7,10.83,11.77,195,,,,,,
03/25/2016 1820,9.5,10.6,11.52,192,,,,,,
03/25/2016 1830,9.7,10.83,11.77,191,,,,,,
03/25/2016 1840,9.4,10.49,11.4,192,,,,,,
03/25/2016 1850,9.5,10.6,11.52,194,,,,,,
03/25/2016 1900,9,10.05,10.92,193,,,,,,
03/25/2016 1910,9.3,10.38,11.28,194,,,,,,
03/25/2016 1920,9.5,10.6,11.52,194,,,,,,
03/25/2016 1930,8.9,9.93,10.8,188,,,,,,
03/25/2016 1940,9.4,10.49,11.4,191,,,,,,
03/25/2016 1950,9.3,10.38,11.28,197,,,,,,
03/25/2016 2000,9.4,10.49,11.4,195,,,,,,
03/25/2016 2010,9.3,10.38,11.28,197,,,,,,
03/25/2016 2020,9.6,10.72,11.65,194,,,,,,
03/25/2016 2030,9.4,10.49,11.4,193,,,,,,
03/25/2016 2040,9.5,10.6,11.52,199,,,,,,
03/25/2016 2050,10.4,11.61,12.62,200,,,,,,
03/25/2016 2100,9.6,10.72,11.65,196,,,,,,
03/25/2016 2110,9.5,10.6,11.52,195,,,,,,
03/25/2016 2120,9.9,11.05,12.01,196,,,,,,
03/25/2016 2130,11,12.28,13.34,197,,,,,,
03/25/2016 2140,10.5,11.72,12.74,195,,,,,,
03/25/2016 2150,10.3,11.5,12.49,194,,,,,,
03/25/2016 2200,10.2,11.39,12.37,192,,,,,,
03/25/2016 2210,10.7,11.94,12.98,190,,,,,,
03/25/2016 2220,10.8,12.06,13.1,186,,,,,,
03/25/2016 2230,10,11.16,12.13,187,,,,,,
03/25/2016 2240,10,11.16,12.13,186,,,,,,
03/25/2016 2250,10.6,11.83,12.86,185,,,,,,
03/25/2016 2300,10.5,11.72,12.74,182,,,,,,
03/25/2016 2310,10.6,11.83,12.86,180,,,,,,
03/25/2016 2320,10.3,11.5,12.49,180,,,,,,
03/25/2016 2330,10.4,11.61,12.62,179,,,,,,
03/25/2016 2340,10.7,11.94,12.98,179,,,,,,
03/25/2016 2350,10.5,11.72,12.74,181,,,,,,
03/26/2016 0000,10.2,11.39,12.37,181,,,,,,
03/26/2016 0010,9.8,10.94,11.89,183,,,,,,
03/26/2016 0020,9.5,10.6,11.52,186,,,,,,
03/26/2016 0030,9.2,10.27,11.16,192,,,,,,
03/26/2016 0040,9.6,10.72,11.65,197,,,,,,
03/26/2016 0050,9.8,10.94,11.89,199,,,,,,
03/26/2016 0100,9.6,10.72,11.65,201,,,,,,
03/26/2016 0110,9.7,10.83,11.77,203,,,,,,
03/26/2016 0120,9.3,10.38,11.28,205,,,,,,
03/26/2016 0130,9.7,10.83,11.77,206,,,,,,
03/26/2016 0140,9.9,11.05,12.01,211,,,,,,
03/26/2016 0150,9.8,10.94,11.89,211,,,,,,
03/26/2016 0200,10,11.16,12.13,212,,,,,,
03/26/2016 0210,9.8,10.94,11.89,212,,,,,,
03/26/2016 0220,9.6,10.72,11.65,210,,,,,,
03/26/2016 0230,9,10.05,10.92,209,,,,,,
03/26/2016 0240,8.8,9.82,10.67,208,,,,,,
03/26/2016 0250,9.5,10.6,11.52,210,,,,,,
03/26/2016 0300,10,11.16,12.13,210,,,,,,
03/26/2016 0310,9.8,10.94,11.89,209,,,,,,
03/26/2016 0320,9.2,10.27,11.16,208,,,,,,
03/26/2016 0330,9.2,10.27,11.16,204,,,,,,
03/26/2016 0340,9.5,10.6,11.52,204,,,,,,
03/26/2016 0350,9.5,10.6,11.52,205,,,,,,
03/26/2016 0400,9.7,10.83,11.77,207,,,,,,
03/26/2016 0410,10,11.16,12.13,210,,,,,,
03/26/2016 0420,10.1,11.27,12.25,210,,,,,,
03/26/2016 0430,9.7,10.83,11.77,210,,,,,,
03/26/2016 0440,10,11.16,12.13,211,,,,,,
03/26/2016 0450,9.7,10.83,11.77,213,,,,,,
03/26/2016 0500,9.8,10.94,11.89,214,,,,,,
03/26/2016 0510,8.8,9.82,10.67,212,,,,,,
03/26/2016 0520,9.1,10.16,11.04,212,,,,,,
03/26/2016 0530,9.1,10.16,11.04,214,,,,,,
03/26/2016 0540,9,10.05,10.92,215,,,,,,
03/26/2016 0550,8.4,9.38,10.19,218,,,,,,
03/26/2016 0600,8.7,9.71,10.55,214,,,,,,
03/26/2016 0610,9.7,10.83,11.77,218,,,,,,
03/26/2016 0620,9.9,11.05,12.01,220,,,,,,
03/26/2016 0630,9.8,10.94,11.89,218,,,,,,
03/26/2016 0640,9.8,10.94,11.89,219,,,,,,
03/26/2016 0650,9.6,10.72,11.65,219,,,,,,
03/26/2016 0700,8.5,9.49,10.31,219,,,,,,
03/26/2016 0710,8.3,9.26,10.07,216,,,,,,
03/26/2016 0720,8.5,9.49,10.31,219,,,,,,
03/26/2016 0730,8.9,9.93,10.8,220,,,,,,
03/26/2016 0740,8.4,9.38,10.19,222,,,,,,
03/26/2016 0750,8,8.93,9.7,248,,,,,,
03/26/2016 0800,7.5,8.37,9.1,282,,,,,,
03/26/2016 0810,7.1,7.93,8.61,272,,,,,,
03/26/2016 0820,6.4,7.14,7.76,277,,,,,,
03/26/2016 0830,4.5,5.02,5.46,278,,,,,,
03/26/2016 0840,3.9,4.35,4.73,275,,,,,,
03/26/2016 0850,4.2,4.69,5.09,272,,,,,,
03/26/2016 0900,4.3,4.8,5.22,280,,,,,,
03/26/2016 0910,3.8,4.24,4.61,287,,,,,,
03/26/2016 0920,3.2,3.57,3.88,298,,,,,,
03/26/2016 0930,3.3,3.68,4,302,,,,,,
03/26/2016 0940,3.6,4.02,4.37,313,,,,,,
03/26/2016 0950,6.3,7.03,7.64,286,,,,,,
03/26/2016 1000,4.8,5.36,5.82,266,,,,,,
03/26/2016 1010,4.4,4.91,5.34,249,,,,,,
03/26/2016 1020,6.5,7.26,7.88,240,,,,,,
03/26/2016 1030,9,10.05,10.92,254,,,,,,
03/26/2016 1040,8.5,9.49,10.31,244,,,,,,
03/26/2016 1050,8.8,9.82,10.67,233,,,,,,
03/26/2016 1100,8.8,9.82,10.67,233,,,,,,
03/26/2016 1110,7.6,8.48,9.22,233,,,,,,
03/26/2016 1120,7.1,7.93,8.61,229,,,,,,
03/26/2016 1130,7.1,7.93,8.61,233,,,,,,
03/26/2016 1140,6.8,7.59,8.25,230,,,,,,
03/26/2016 1150,6.7,7.48,8.13,232,,,,,,
03/26/2016 1200,6.9,7.7,8.37,229,,,,,,
03/26/2016 1210,7.2,8.04,8.73,223,,,,,,
03/26/2016 1220,7.5,8.37,9.1,223,,,,,,
03/26/2016 1230,7.3,8.15,8.86,227,,,,,,
03/26/2016 1240,7.3,8.15,8.86,228,,,,,,
03/26/2016 1250,6.9,7.7,8.37,230,,,,,,
03/26/2016 1300,6.8,7.59,8.25,235,,,,,,
03/26/2016 1310,6.7,7.48,8.13,245,,,,,,
03/26/2016 1320,7,7.81,8.49,251,,,,,,
03/26/2016 1330,7,7.81,8.49,263,,,,,,
03/26/2016 1340,7.1,7.93,8.61,262,,,,,,
03/26/2016 1350,7,7.81,8.49,275,,,,,,
03/26/2016 1400,6.7,7.48,8.13,296,,,,,,
03/26/2016 1410,6.4,7.14,7.76,294,,,,,,
03/26/2016 1420,6.1,6.81,7.4,291,,,,,,
03/26/2016 1430,5.4,6.03,6.55,287,,,,,,
03/26/2016 1440,5.7,6.36,6.91,284,,,,,,
03/26/2016 1450,5.4,6.03,6.55,284,,,,,,
03/26/2016 1500,4.9,5.47,5.94,283,,,,,,
03/26/2016 1510,4.8,5.36,5.82,282,,,,,,
03/26/2016 1520,4.6,5.13,5.58,282,,,,,,
03/26/2016 1530,4.4,4.91,5.34,279,,,,,,
03/26/2016 1540,4.4,4.91,5.34,269,,,,,,
03/26/2016 1550,4.8,5.36,5.82,268,,,,,,
03/26/2016 1600,5.3,5.92,6.43,266,,,,,,
03/26/2016 1610,4.8,5.36,5.82,255,,,,,,
03/26/2016 1620,4.4,4.91,5.34,251,,,,,,
03/26/2016 1630,4.6,5.13,5.58,252,,,,,,
03/26/2016 1640,4.6,5.13,5.58,254,,,,,,
03/26/2016 1650,4.5,5.02,5.46,264,,,,,,
03/26/2016 1700,4.2,4.69,5.09,254,,,,,,
03/26/2016 1710,4.2,4.69,5.09,251,,,,,,
03/26/2016 1720,4.2,4.69,5.09,254,,,,,,
03/26/2016 1730,4.4,4.91,5.34,257,,,,,,
03/26/2016 1740,4.5,5.02,5.46,255,,,,,,
03/26/2016 1750,5,5.58,6.07,245,,,,,,
03/26/2016 1800,4.9,5.47,5.94,242,,,,,,
03/26/2016 1810,4.9,5.47,5.94,245,,,,,,
03/26/2016 1820,4.9,5.47,5.94,253,,,,,,
03/26/2016 1830,5.1,5.69,6.19,260,,,,,,
03/26/2016 1840,5.1,5.69,6.19,262,,,,,,
03/26/2016 1850,4.6,5.13,5.58,260,,,,,,
03/26/2016 1900,4.4,4.91,5.34,267,,,,,,
03/26/2016 1910,4.5,5.02,5.46,264,,,,,,
03/26/2016 1920,4.9,5.47,5.94,270,,,,,,
03/26/2016 1930,4.5,5.02,5.46,274,,,,,,
03/26/2016 1940,4.5,5.02,5.46,277,,,,,,
03/26/2016 1950,4.6,5.13,5.58,275,,,,,,
03/26/2016 2000,4.2,4.69,5.09,275,,,,,,
03/26/2016 2010,3.9,4.35,4.73,269,,,,,,
03/26/2016 2020,3.7,4.13,4.49,275,,,,,,
03/26/2016 2030,4,4.46,4.85,277,,,,,,
03/26/2016 2040,3.6,4.02,4.37,276,,,,,,
03/26/2016 2050,3.1,3.46,3.76,277,,,,,,
03/26/2016 2100,3,3.35,3.64,281,,,,,,
03/26/2016 2110,3.1,3.46,3.76,276,,,,,,
03/26/2016 2120,2.9,3.24,3.52,277,,,,,,
03/26/2016 2130,2.8,3.13,3.4,289,,,,,,
03/26/2016 2140,2.7,3.01,3.28,294,,,,,,
03/26/2016 2150,2.5,2.79,3.03,318,,,,,,
03/26/2016 2200,1.7,1.9,2.06,322,,,,,,
03/26/2016 2210,1.8,2.01,2.18,319,,,,,,
03/26/2016 2220,1.7,1.9,2.06,326,,,,,,
03/26/2016 2230,1.9,2.12,2.3,329,,,,,,
03/26/2016 2240,2.1,2.34,2.55,321,,,,,,
03/26/2016 2250,1.7,1.9,2.06,336,,,,,,
03/26/2016 2300,1.4,1.56,1.7,314,,,,,,
03/26/2016 2310,2,2.23,2.43,318,,,,,,
03/26/2016 2320,2.1,2.34,2.55,319,,,,,,
03/26/2016 2330,1.9,2.12,2.3,330,,,,,,
03/26/2016 2340,1.7,1.9,2.06,341,,,,,,
03/26/2016 2350,2.1,2.34,2.55,358,,,,,,
03/27/2016 0000,1.7,1.9,2.06,3,,,,,,
03/27/2016 0010,1.6,1.79,1.94,359,,,,,,
03/27/2016 0020,1.2,1.34,1.46,25,,,,,,
03/27/2016 0030,1.1,1.23,1.33,38,,,,,,
03/27/2016 0040,1.2,1.34,1.46,39,,,,,,
03/27/2016 0050,1.1,1.23,1.33,31,,,,,,
03/27/2016 0100,0.6,0.67,0.73,31,,,,,,
03/27/2016 0110,0.8,0.89,0.97,355,,,,,,
03/27/2016 0120,1.7,1.9,2.06,344,,,,,,
03/27/2016 0130,2.2,2.46,2.67,356,,,,,,
03/27/2016 0140,2.2,2.46,2.67,349,,,,,,
03/27/2016 0150,1.5,1.67,1.82,1,,,,,,
03/27/2016 0200,1.3,1.45,1.58,3,,,,,,
03/27/2016 0210,1.3,1.45,1.58,346,,,,,,
03/27/2016 0220,1.4,1.56,1.7,352,,,,,,
03/27/2016 0230,1.2,1.34,1.46,7,,,,,,
03/27/2016 0240,0.8,0.89,0.97,22,,,,,,
03/27/2016 0250,0.4,0.45,0.49,9,,,,,,
03/27/2016 0300,0.5,0.56,0.61,28,,,,,,
03/27/2016 0310,0.6,0.67,0.73,19,,,,,,
03/27/2016 0320,0.4,0.45,0.49,359,,,,,,
03/27/2016 0330,0.3,0.33,0.36,8,,,,,,
03/27/2016 0340,0.2,0.22,0.24,7,,,,,,
03/27/2016 0350,0.3,0.33,0.36,360,,,,,,
03/27/2016 0400,0.3,0.33,0.36,33,,,,,,
03/27/2016 0410,0.3,0.33,0.36,74,,,,,,
