DateTime,WSPD1/A001E,WSPD11/A001E,WSPD12/A001E,WDIR1/A001E,,,,,,
04/02/2016 1620,12.2,13.62,14.8,213,,,,,,
04/02/2016 1630,12.1,13.51,14.68,208,,,,,,
04/02/2016 1640,12.8,14.29,15.53,206,,,,,,
04/02/2016 1650,14.4,16.07,17.47,196,,,,,,
04/02/2016 1700,14.6,16.3,17.71,195,,,,,,
04/02/2016 1710,17.8,19.87,21.59,194,,,,,,
04/02/2016 1720,15,16.74,18.2,199,,,,,,
04/02/2016 1730,14.6,16.3,17.71,200,,,,,,
04/02/2016 1740,13.9,15.52,16.86,202,,,,,,
04/02/2016 1750,15.2,16.97,18.44,198,,,,,,
04/02/2016 1800,14.8,16.52,17.95,199,,,,,,
04/02/2016 1810,13.9,15.52,16.86,198,,,,,,
04/02/2016 1820,13.7,15.29,16.62,201,,,,,,
04/02/2016 1830,15.3,17.08,18.56,199,,,,,,
04/02/2016 1840,14.6,16.3,17.71,199,,,,,,
04/02/2016 1850,14.7,16.41,17.83,201,,,,,,
04/02/2016 1900,14.3,15.96,17.35,199,,,,,,
04/02/2016 1910,13.6,15.18,16.5,199,,,,,,
04/02/2016 1920,14.1,15.74,17.1,199,,,,,,
04/02/2016 1930,14.1,15.74,17.1,203,,,,,,
04/02/2016 1940,14.1,15.74,17.1,202,,,,,,
04/02/2016 1950,14.2,15.85,17.23,203,,,,,,
04/02/2016 2000,15.2,16.97,18.44,201,,,,,,
04/02/2016 2010,14.8,16.52,17.95,200,,,,,,
04/02/2016 2020,15.3,17.08,18.56,200,,,,,,
04/02/2016 2030,15.2,16.97,18.44,200,,,,,,
04/02/2016 2040,15.1,16.86,18.32,198,,,,,,
04/02/2016 2050,15,16.74,18.2,201,,,,,,
04/02/2016 2100,15.6,17.41,18.92,201,,,,,,
04/02/2016 2110,15.4,17.19,18.68,202,,,,,,
04/02/2016 2120,15.1,16.86,18.32,204,,,,,,
04/02/2016 2130,15.6,17.41,18.92,205,,,,,,
04/02/2016 2140,14.6,16.3,17.71,204,,,,,,
04/02/2016 2150,14.4,16.07,17.47,204,,,,,,
04/02/2016 2200,15.4,17.19,18.68,203,,,,,,
04/02/2016 2210,13.8,15.4,16.74,211,,,,,,
04/02/2016 2220,15.4,17.19,18.68,209,,,,,,
04/02/2016 2230,15.3,17.08,18.56,215,,,,,,
04/02/2016 2240,16.8,18.75,20.38,212,,,,,,
04/02/2016 2250,15.2,16.97,18.44,214,,,,,,
04/02/2016 2300,13.4,14.96,16.25,223,,,,,,
04/02/2016 2310,13.7,15.29,16.62,238,,,,,,
04/02/2016 2320,13.2,14.73,16.01,226,,,,,,
04/02/2016 2330,14.3,15.96,17.35,246,,,,,,
04/02/2016 2340,16.5,18.42,20.02,244,,,,,,
04/02/2016 2350,15.9,17.75,19.29,232,,,,,,
04/03/2016 0000,15,16.74,18.2,221,,,,,,
04/03/2016 0010,13.1,14.62,15.89,232,,,,,,
04/03/2016 0020,13.2,14.73,16.01,224,,,,,,
04/03/2016 0030,12.4,13.84,15.04,228,,,,,,
04/03/2016 0040,12.8,14.29,15.53,232,,,,,,
04/03/2016 0050,12.9,14.4,15.65,235,,,,,,
04/03/2016 0100,12.2,13.62,14.8,242,,,,,,
04/03/2016 0110,12,13.39,14.56,235,,,,,,
04/03/2016 0120,11.5,12.84,13.95,235,,,,,,
04/03/2016 0130,13.8,15.4,16.74,235,,,,,,
04/03/2016 0140,14.8,16.52,17.95,231,,,,,,
04/03/2016 0150,14.2,15.85,17.23,229,,,,,,
04/03/2016 0200,13.6,15.18,16.5,232,,,,,,
04/03/2016 0210,12.2,13.62,14.8,239,,,,,,
04/03/2016 0220,12,13.39,14.56,232,,,,,,
04/03/2016 0230,11.8,13.17,14.31,233,,,,,,
04/03/2016 0240,11.9,13.28,14.44,240,,,,,,
04/03/2016 0250,9.5,10.6,11.52,264,,,,,,
04/03/2016 0300,9.6,10.72,11.65,300,,,,,,
04/03/2016 0310,9,10.05,10.92,290,,,,,,
04/03/2016 0320,8.5,9.49,10.31,292,,,,,,
04/03/2016 0330,8.6,9.6,10.43,288,,,,,,
04/03/2016 0340,7.8,8.71,9.46,290,,,,,,
04/03/2016 0350,7.6,8.48,9.22,287,,,,,,
04/03/2016 0400,7,7.81,8.49,285,,,,,,
04/03/2016 0410,7.3,8.15,8.86,277,,,,,,
04/03/2016 0420,7.5,8.37,9.1,274,,,,,,
04/03/2016 0430,7.4,8.26,8.98,274,,,,,,
04/03/2016 0440,6.8,7.59,8.25,267,,,,,,
04/03/2016 0450,8.1,9.04,9.83,263,,,,,,
04/03/2016 0500,8.5,9.49,10.31,260,,,,,,
04/03/2016 0510,8.6,9.6,10.43,263,,,,,,
04/03/2016 0520,11.5,12.84,13.95,255,,,,,,
04/03/2016 0530,11.9,13.28,14.44,278,,,,,,
04/03/2016 0540,12.1,13.51,14.68,276,,,,,,
04/03/2016 0550,14.7,16.41,17.83,275,,,,,,
04/03/2016 0600,14.7,16.41,17.83,276,,,,,,
04/03/2016 0610,15,16.74,18.2,274,,,,,,
04/03/2016 0620,14.9,16.63,18.07,271,,,,,,
04/03/2016 0630,14.7,16.41,17.83,278,,,,,,
04/03/2016 0640,14.2,15.85,17.23,276,,,,,,
04/03/2016 0650,14.6,16.3,17.71,271,,,,,,
04/03/2016 0700,14,15.63,16.98,279,,,,,,
04/03/2016 0710,14.7,16.41,17.83,273,,,,,,
04/03/2016 0720,14.4,16.07,17.47,279,,,,,,
04/03/2016 0730,14.6,16.3,17.71,283,,,,,,
04/03/2016 0740,14.9,16.63,18.07,282,,,,,,
04/03/2016 0750,14.2,15.85,17.23,283,,,,,,
04/03/2016 0800,14.4,16.07,17.47,284,,,,,,
04/03/2016 0810,14.3,15.96,17.35,288,,,,,,
04/03/2016 0820,13.7,15.29,16.62,290,,,,,,
04/03/2016 0830,14.7,16.41,17.83,291,,,,,,
04/03/2016 0840,14.8,16.52,17.95,288,,,,,,
04/03/2016 0850,14.7,16.41,17.83,287,,,,,,
04/03/2016 0900,14.8,16.52,17.95,294,,,,,,
04/03/2016 0910,14.5,16.19,17.59,289,,,,,,
04/03/2016 0920,15.4,17.19,18.68,290,,,,,,
04/03/2016 0930,15.7,17.52,19.04,288,,,,,,
04/03/2016 0940,16.1,17.97,19.53,290,,,,,,
04/03/2016 0950,15.4,17.19,18.68,291,,,,,,
04/03/2016 1000,15,16.74,18.2,288,,,,,,
04/03/2016 1010,15.2,16.97,18.44,291,,,,,,
04/03/2016 1020,15,16.74,18.2,286,,,,,,
04/03/2016 1030,15.1,16.86,18.32,293,,,,,,
04/03/2016 1040,14.9,16.63,18.07,295,,,,,,
04/03/2016 1050,14.3,15.96,17.35,292,,,,,,
04/03/2016 1100,15.4,17.19,18.68,295,,,,,,
04/03/2016 1110,15,16.74,18.2,290,,,,,,
04/03/2016 1120,15,16.74,18.2,295,,,,,,
04/03/2016 1130,15.2,16.97,18.44,314,,,,,,
04/03/2016 1140,15.1,16.86,18.32,321,,,,,,
04/03/2016 1150,14.3,15.96,17.35,317,,,,,,
04/03/2016 1200,14.5,16.19,17.59,325,,,,,,
04/03/2016 1210,14.4,16.07,17.47,320,,,,,,
04/03/2016 1220,13.6,15.18,16.5,320,,,,,,
04/03/2016 1230,13.5,15.07,16.38,315,,,,,,
04/03/2016 1240,13.7,15.29,16.62,317,,,,,,
04/03/2016 1250,13.9,15.52,16.86,317,,,,,,
04/03/2016 1300,13.2,14.73,16.01,312,,,,,,
04/03/2016 1310,13.8,15.4,16.74,311,,,,,,
04/03/2016 1320,13.7,15.29,16.62,312,,,,,,
04/03/2016 1330,14,15.63,16.98,313,,,,,,
04/03/2016 1340,13.8,15.4,16.74,315,,,,,,
04/03/2016 1350,14.3,15.96,17.35,317,,,,,,
04/03/2016 1400,14.3,15.96,17.35,316,,,,,,
04/03/2016 1410,14.2,15.85,17.23,312,,,,,,
04/03/2016 1420,13.7,15.29,16.62,309,,,,,,
04/03/2016 1430,13.1,14.62,15.89,317,,,,,,
04/03/2016 1440,13.3,14.85,16.13,322,,,,,,
04/03/2016 1450,13.1,14.62,15.89,319,,,,,,
04/03/2016 1500,13.1,14.62,15.89,320,,,,,,
04/03/2016 1510,13.3,14.85,16.13,319,,,,,,
04/03/2016 1520,13.4,14.96,16.25,322,,,,,,
04/03/2016 1530,13,14.51,15.77,318,,,,,,
04/03/2016 1540,12.8,14.29,15.53,321,,,,,,
04/03/2016 1550,12.9,14.4,15.65,320,,,,,,
04/03/2016 1600,13.1,14.62,15.89,323,,,,,,
04/03/2016 1610,12.1,13.51,14.68,318,,,,,,
04/03/2016 1620,12.9,14.4,15.65,322,,,,,,
04/03/2016 1630,12.6,14.06,15.28,325,,,,,,
04/03/2016 1640,12.1,13.51,14.68,324,,,,,,
04/03/2016 1650,12.4,13.84,15.04,324,,,,,,
04/03/2016 1700,11.5,12.84,13.95,329,,,,,,
04/03/2016 1710,11.3,12.61,13.71,332,,,,,,
04/03/2016 1720,11.9,13.28,14.44,331,,,,,,
04/03/2016 1730,10.9,12.17,13.22,323,,,,,,
04/03/2016 1740,10.8,12.06,13.1,333,,,,,,
04/03/2016 1750,11.1,12.39,13.46,331,,,,,,
04/03/2016 1800,10.8,12.06,13.1,334,,,,,,
04/03/2016 1810,10.1,11.27,12.25,336,,,,,,
04/03/2016 1820,10.4,11.61,12.62,339,,,,,,
04/03/2016 1830,10.9,12.17,13.22,342,,,,,,
04/03/2016 1840,10.6,11.83,12.86,337,,,,,,
04/03/2016 1850,11,12.28,13.34,339,,,,,,
04/03/2016 1900,11.7,13.06,14.19,339,,,,,,
04/03/2016 1910,11,12.28,13.34,341,,,,,,
04/03/2016 1920,11.6,12.95,14.07,335,,,,,,
04/03/2016 1930,11,12.28,13.34,333,,,,,,
04/03/2016 1940,10.6,11.83,12.86,336,,,,,,
04/03/2016 1950,10.8,12.06,13.1,334,,,,,,
04/03/2016 2000,10.9,12.17,13.22,335,,,,,,
04/03/2016 2010,10.1,11.27,12.25,329,,,,,,
04/03/2016 2020,9.7,10.83,11.77,332,,,,,,
04/03/2016 2030,9.2,10.27,11.16,345,,,,,,
04/03/2016 2040,9.4,10.49,11.4,341,,,,,,
04/03/2016 2050,8.8,9.82,10.67,346,,,,,,
04/03/2016 2100,8.9,9.93,10.8,350,,,,,,
04/03/2016 2110,8,8.93,9.7,345,,,,,,
04/03/2016 2120,8.7,9.71,10.55,343,,,,,,
04/03/2016 2130,8,8.93,9.7,335,,,,,,
04/03/2016 2140,8.5,9.49,10.31,340,,,,,,
04/03/2016 2150,8.1,9.04,9.83,348,,,,,,
04/03/2016 2200,8.1,9.04,9.83,339,,,,,,
04/03/2016 2210,8.1,9.04,9.83,339,,,,,,
04/03/2016 2220,8.1,9.04,9.83,341,,,,,,
04/03/2016 2230,7.7,8.59,9.34,345,,,,,,
04/03/2016 2240,8.4,9.38,10.19,336,,,,,,
04/03/2016 2250,7.6,8.48,9.22,341,,,,,,
04/03/2016 2300,7.2,8.04,8.73,355,,,,,,
04/03/2016 2310,7.3,8.15,8.86,353,,,,,,
04/03/2016 2320,6.5,7.26,7.88,345,,,,,,
04/03/2016 2330,7.2,8.04,8.73,350,,,,,,
04/03/2016 2340,6.2,6.92,7.52,344,,,,,,
04/03/2016 2350,7,7.81,8.49,353,,,,,,
04/04/2016 0000,6.3,7.03,7.64,350,,,,,,
04/04/2016 0010,6.6,7.37,8.01,349,,,,,,
04/04/2016 0020,6.2,6.92,7.52,352,,,,,,
04/04/2016 0030,5.9,6.59,7.16,357,,,,,,
04/04/2016 0040,6.1,6.81,7.4,356,,,,,,
04/04/2016 0050,6.3,7.03,7.64,352,,,,,,
04/04/2016 0100,6.2,6.92,7.52,359,,,,,,
04/04/2016 0110,5,5.58,6.07,4,,,,,,
04/04/2016 0120,5.5,6.14,6.67,5,,,,,,
04/04/2016 0130,5.4,6.03,6.55,356,,,,,,
04/04/2016 0140,5.4,6.03,6.55,352,,,,,,
04/04/2016 0150,5.9,6.59,7.16,10,,,,,,
04/04/2016 0200,5.1,5.69,6.19,9,,,,,,
04/04/2016 0210,5.1,5.69,6.19,9,,,,,,
04/04/2016 0220,5.1,5.69,6.19,14,,,,,,
04/04/2016 0230,4.7,5.25,5.7,12,,,,,,
04/04/2016 0240,5.3,5.92,6.43,18,,,,,,
04/04/2016 0250,4.3,4.8,5.22,8,,,,,,
04/04/2016 0300,4.8,5.36,5.82,4,,,,,,
04/04/2016 0310,4.6,5.13,5.58,358,,,,,,
04/04/2016 0320,4.1,4.58,4.97,4,,,,,,
04/04/2016 0330,4.9,5.47,5.94,359,,,,,,
04/04/2016 0340,4.3,4.8,5.22,11,,,,,,
04/04/2016 0350,3.3,3.68,4,1,,,,,,
04/04/2016 0400,5,5.58,6.07,359,,,,,,
04/04/2016 0410,3.7,4.13,4.49,2,,,,,,
04/04/2016 0420,2,2.23,2.43,333,,,,,,
04/04/2016 0430,3.4,3.8,4.12,1,,,,,,
04/04/2016 0440,4,4.46,4.85,17,,,,,,
04/04/2016 0450,3.1,3.46,3.76,23,,,,,,
04/04/2016 0500,1.7,1.9,2.06,3,,,,,,
04/04/2016 0510,1.9,2.12,2.3,11,,,,,,
04/04/2016 0520,1.8,2.01,2.18,335,,,,,,
04/04/2016 0530,2.5,2.79,3.03,359,,,,,,
04/04/2016 0540,2.7,3.01,3.28,349,,,,,,
04/04/2016 0550,2.6,2.9,3.15,7,,,,,,
04/04/2016 0600,2.7,3.01,3.28,360,,,,,,
04/04/2016 0610,2,2.23,2.43,4,,,,,,
04/04/2016 0620,1.7,1.9,2.06,31,,,,,,
04/04/2016 0630,1.3,1.45,1.58,16,,,,,,
04/04/2016 0640,1.7,1.9,2.06,72,,,,,,
04/04/2016 0650,1.3,1.45,1.58,55,,,,,,
04/04/2016 0700,1.3,1.45,1.58,31,,,,,,
04/04/2016 0710,1.2,1.34,1.46,107,,,,,,
04/04/2016 0720,0.9,1,1.09,96,,,,,,
04/04/2016 0730,1.5,1.67,1.82,25,,,,,,
04/04/2016 0740,1.2,1.34,1.46,61,,,,,,
04/04/2016 0750,1.5,1.67,1.82,79,,,,,,
04/04/2016 0800,0.6,0.67,0.73,345,,,,,,
04/04/2016 0810,1,1.12,1.21,345,,,,,,
04/04/2016 0820,1.1,1.23,1.33,139,,,,,,
04/04/2016 0830,1.7,1.9,2.06,150,,,,,,
04/04/2016 0840,1.5,1.67,1.82,151,,,,,,
04/04/2016 0850,0.7,0.78,0.85,198,,,,,,
04/04/2016 0900,0.6,0.67,0.73,50,,,,,,
04/04/2016 0910,1.4,1.56,1.7,233,,,,,,
04/04/2016 0920,1.7,1.9,2.06,115,,,,,,
04/04/2016 0930,1.6,1.79,1.94,119,,,,,,
04/04/2016 0940,1.8,2.01,2.18,131,,,,,,
04/04/2016 0950,1.6,1.79,1.94,139,,,,,,
04/04/2016 1000,1.4,1.56,1.7,208,,,,,,
04/04/2016 1010,2.2,2.46,2.67,167,,,,,,
04/04/2016 1020,2.1,2.34,2.55,127,,,,,,
04/04/2016 1030,2.1,2.34,2.55,165,,,,,,
04/04/2016 1040,1.6,1.79,1.94,201,,,,,,
04/04/2016 1050,2.6,2.9,3.15,128,,,,,,
04/04/2016 1100,1.1,1.23,1.33,73,,,,,,
04/04/2016 1110,2,2.23,2.43,129,,,,,,
04/04/2016 1120,1.6,1.79,1.94,154,,,,,,
04/04/2016 1130,2.1,2.34,2.55,165,,,,,,
04/04/2016 1140,1.6,1.79,1.94,136,,,,,,
04/04/2016 1150,2.2,2.46,2.67,127,,,,,,
04/04/2016 1200,2.1,2.34,2.55,175,,,,,,
04/04/2016 1210,2.2,2.46,2.67,142,,,,,,
04/04/2016 1220,1.8,2.01,2.18,142,,,,,,
04/04/2016 1230,1.9,2.12,2.3,182,,,,,,
04/04/2016 1240,2.4,2.68,2.91,173,,,,,,
04/04/2016 1250,2,2.23,2.43,176,,,,,,
04/04/2016 1300,2.5,2.79,3.03,153,,,,,,
04/04/2016 1310,3.1,3.46,3.76,128,,,,,,
04/04/2016 1320,2.5,2.79,3.03,148,,,,,,
04/04/2016 1330,3.6,4.02,4.37,151,,,,,,
04/04/2016 1340,3.2,3.57,3.88,170,,,,,,
04/04/2016 1350,4.3,4.8,5.22,156,,,,,,
04/04/2016 1400,3.4,3.8,4.12,158,,,,,,
04/04/2016 1410,4,4.46,4.85,166,,,,,,
04/04/2016 1420,4.4,4.91,5.34,152,,,,,,
04/04/2016 1430,4.9,5.47,5.94,151,,,,,,
04/04/2016 1440,4.5,5.02,5.46,169,,,,,,
04/04/2016 1450,5.1,5.69,6.19,162,,,,,,
04/04/2016 1500,5.1,5.69,6.19,166,,,,,,
04/04/2016 1510,5.9,6.59,7.16,183,,,,,,
04/04/2016 1520,5.9,6.59,7.16,182,,,,,,
04/04/2016 1530,6.3,7.03,7.64,194,,,,,,
04/04/2016 1540,6.5,7.26,7.88,191,,,,,,
04/04/2016 1550,5.5,6.14,6.67,176,,,,,,
04/04/2016 1600,5.6,6.25,6.79,185,,,,,,
04/04/2016 1610,5.8,6.47,7.04,191,,,,,,
04/04/2016 1620,6.8,7.59,8.25,195,,,,,,
04/04/2016 1630,5.9,6.59,7.16,197,,,,,,
04/04/2016 1640,5.3,5.92,6.43,185,,,,,,
04/04/2016 1650,5.9,6.59,7.16,198,,,,,,
04/04/2016 1700,5.2,5.8,6.31,193,,,,,,
04/04/2016 1710,5.3,5.92,6.43,186,,,,,,
04/04/2016 1720,4.8,5.36,5.82,196,,,,,,
04/04/2016 1730,5.2,5.8,6.31,199,,,,,,
04/04/2016 1740,5.1,5.69,6.19,198,,,,,,
04/04/2016 1750,5.3,5.92,6.43,213,,,,,,
04/04/2016 1800,4.4,4.91,5.34,199,,,,,,
04/04/2016 1810,5.8,6.47,7.04,202,,,,,,
04/04/2016 1820,5.7,6.36,6.91,198,,,,,,
04/04/2016 1830,5.9,6.59,7.16,203,,,,,,
04/04/2016 1840,6.2,6.92,7.52,206,,,,,,
04/04/2016 1850,6.7,7.48,8.13,202,,,,,,
04/04/2016 1900,6.2,6.92,7.52,211,,,,,,
04/04/2016 1910,6.3,7.03,7.64,204,,,,,,
04/04/2016 1920,6,6.7,7.28,192,,,,,,
04/04/2016 1930,6,6.7,7.28,201,,,,,,
04/04/2016 1940,6.8,7.59,8.25,194,,,,,,
04/04/2016 1950,7,7.81,8.49,193,,,,,,
04/04/2016 2000,7.6,8.48,9.22,189,,,,,,
04/04/2016 2010,7.5,8.37,9.1,195,,,,,,
04/04/2016 2020,7.9,8.82,9.58,191,,,,,,
04/04/2016 2030,8.4,9.38,10.19,198,,,,,,
04/04/2016 2040,7.9,8.82,9.58,196,,,,,,
04/04/2016 2050,8,8.93,9.7,206,,,,,,
04/04/2016 2100,7.8,8.71,9.46,207,,,,,,
04/04/2016 2110,7.8,8.71,9.46,208,,,,,,
04/04/2016 2120,7.6,8.48,9.22,212,,,,,,
04/04/2016 2130,7.6,8.48,9.22,207,,,,,,
04/04/2016 2140,7.4,8.26,8.98,209,,,,,,
04/04/2016 2150,7.8,8.71,9.46,215,,,,,,
04/04/2016 2200,7.5,8.37,9.1,216,,,,,,
04/04/2016 2210,7.6,8.48,9.22,215,,,,,,
04/04/2016 2220,7.4,8.26,8.98,218,,,,,,
04/04/2016 2230,7.6,8.48,9.22,218,,,,,,
04/04/2016 2240,7.6,8.48,9.22,216,,,,,,
04/04/2016 2250,7.2,8.04,8.73,217,,,,,,
04/04/2016 2300,6.7,7.48,8.13,214,,,,,,
04/04/2016 2310,6.9,7.7,8.37,212,,,,,,
04/04/2016 2320,7.7,8.59,9.34,211,,,,,,
04/04/2016 2330,7.1,7.93,8.61,206,,,,,,
04/04/2016 2340,7.2,8.04,8.73,207,,,,,,
04/04/2016 2350,7,7.81,8.49,205,,,,,,
04/05/2016 0000,6.5,7.26,7.88,208,,,,,,
04/05/2016 0010,6.3,7.03,7.64,218,,,,,,
04/05/2016 0020,6.3,7.03,7.64,226,,,,,,
04/05/2016 0030,7.2,8.04,8.73,229,,,,,,
04/05/2016 0040,7.1,7.93,8.61,231,,,,,,
04/05/2016 0050,7.6,8.48,9.22,231,,,,,,
04/05/2016 0100,7.6,8.48,9.22,227,,,,,,
04/05/2016 0110,6.9,7.7,8.37,222,,,,,,
04/05/2016 0120,7.1,7.93,8.61,233,,,,,,
04/05/2016 0130,7.2,8.04,8.73,232,,,,,,
04/05/2016 0140,7.2,8.04,8.73,225,,,,,,
04/05/2016 0150,7.8,8.71,9.46,232,,,,,,
04/05/2016 0200,7.4,8.26,8.98,227,,,,,,
04/05/2016 0210,7.9,8.82,9.58,219,,,,,,
04/05/2016 0220,8.1,9.04,9.83,221,,,,,,
04/05/2016 0230,8,8.93,9.7,223,,,,,,
04/05/2016 0240,7.6,8.48,9.22,219,,,,,,
04/05/2016 0250,8.2,9.15,9.95,218,,,,,,
04/05/2016 0300,8.8,9.82,10.67,217,,,,,,
04/05/2016 0310,8.5,9.49,10.31,221,,,,,,
04/05/2016 0320,8.6,9.6,10.43,221,,,,,,
04/05/2016 0330,8.7,9.71,10.55,224,,,,,,
04/05/2016 0340,8.9,9.93,10.8,220,,,,,,
04/05/2016 0350,8.2,9.15,9.95,222,,,,,,
04/05/2016 0400,7.9,8.82,9.58,221,,,,,,
04/05/2016 0410,8.2,9.15,9.95,224,,,,,,
04/05/2016 0420,8.1,9.04,9.83,219,,,,,,
04/05/2016 0430,7.9,8.82,9.58,217,,,,,,
04/05/2016 0440,8,8.93,9.7,218,,,,,,
04/05/2016 0450,8.3,9.26,10.07,222,,,,,,
04/05/2016 0500,8.2,9.15,9.95,224,,,,,,
04/05/2016 0510,8.5,9.49,10.31,227,,,,,,
04/05/2016 0520,8.6,9.6,10.43,234,,,,,,
04/05/2016 0530,9.1,10.16,11.04,235,,,,,,
04/05/2016 0540,8.9,9.93,10.8,235,,,,,,
04/05/2016 0550,9.1,10.16,11.04,241,,,,,,
04/05/2016 0600,9.2,10.27,11.16,241,,,,,,
04/05/2016 0610,9.3,10.38,11.28,241,,,,,,
04/05/2016 0620,9.5,10.6,11.52,243,,,,,,
04/05/2016 0630,9.6,10.72,11.65,238,,,,,,
04/05/2016 0640,9.7,10.83,11.77,243,,,,,,
04/05/2016 0650,9.5,10.6,11.52,239,,,,,,
04/05/2016 0700,9.1,10.16,11.04,245,,,,,,
04/05/2016 0710,8.5,9.49,10.31,241,,,,,,
04/05/2016 0720,9.4,10.49,11.4,238,,,,,,
04/05/2016 0730,9.8,10.94,11.89,235,,,,,,
04/05/2016 0740,10.6,11.83,12.86,239,,,,,,
04/05/2016 0750,10.3,11.5,12.49,237,,,,,,
04/05/2016 0800,10,11.16,12.13,236,,,,,,
04/05/2016 0810,10.1,11.27,12.25,237,,,,,,
04/05/2016 0820,9.5,10.6,11.52,234,,,,,,
04/05/2016 0830,9.1,10.16,11.04,237,,,,,,
04/05/2016 0840,9.3,10.38,11.28,235,,,,,,
04/05/2016 0850,9,10.05,10.92,238,,,,,,
04/05/2016 0900,8.9,9.93,10.8,235,,,,,,
04/05/2016 0910,9.6,10.72,11.65,239,,,,,,
04/05/2016 0920,9.5,10.6,11.52,244,,,,,,
04/05/2016 0930,9.2,10.27,11.16,241,,,,,,
04/05/2016 0940,9.2,10.27,11.16,241,,,,,,
04/05/2016 0950,9,10.05,10.92,245,,,,,,
04/05/2016 1000,9.3,10.38,11.28,244,,,,,,
04/05/2016 1010,9.1,10.16,11.04,242,,,,,,
04/05/2016 1020,8.9,9.93,10.8,240,,,,,,
04/05/2016 1030,8.9,9.93,10.8,242,,,,,,
04/05/2016 1040,8.7,9.71,10.55,239,,,,,,
04/05/2016 1050,8.9,9.93,10.8,241,,,,,,
04/05/2016 1100,8.8,9.82,10.67,248,,,,,,
04/05/2016 1110,9,10.05,10.92,242,,,,,,
04/05/2016 1120,9.3,10.38,11.28,239,,,,,,
04/05/2016 1130,9.4,10.49,11.4,235,,,,,,
04/05/2016 1140,9.2,10.27,11.16,236,,,,,,
04/05/2016 1150,9.3,10.38,11.28,240,,,,,,
04/05/2016 1200,9.5,10.6,11.52,233,,,,,,
04/05/2016 1210,9.8,10.94,11.89,238,,,,,,
04/05/2016 1220,9.7,10.83,11.77,237,,,,,,
04/05/2016 1230,10,11.16,12.13,237,,,,,,
04/05/2016 1240,10.2,11.39,12.37,239,,,,,,
04/05/2016 1250,10.4,11.61,12.62,238,,,,,,
04/05/2016 1300,10.2,11.39,12.37,238,,,,,,
04/05/2016 1310,10,11.16,12.13,239,,,,,,
04/05/2016 1320,9.3,10.38,11.28,239,,,,,,
04/05/2016 1330,10.9,12.17,13.22,279,,,,,,
04/05/2016 1340,9.1,10.16,11.04,311,,,,,,
04/05/2016 1350,9,10.05,10.92,309,,,,,,
04/05/2016 1400,9.7,10.83,11.77,314,,,,,,
04/05/2016 1410,9.5,10.6,11.52,318,,,,,,
04/05/2016 1420,9.5,10.6,11.52,323,,,,,,
04/05/2016 1430,7.9,8.82,9.58,327,,,,,,
04/05/2016 1440,9.5,10.6,11.52,341,,,,,,
04/05/2016 1450,10.8,12.06,13.1,344,,,,,,
04/05/2016 1500,13.3,14.85,16.13,346,,,,,,
04/05/2016 1510,12.4,13.84,15.04,345,,,,,,
04/05/2016 1520,12.7,14.18,15.41,344,,,,,,
04/05/2016 1530,12.8,14.29,15.53,343,,,,,,
04/05/2016 1540,13.1,14.62,15.89,345,,,,,,
04/05/2016 1550,12.9,14.4,15.65,348,,,,,,
04/05/2016 1600,13.3,14.85,16.13,351,,,,,,
04/05/2016 1610,13.4,14.96,16.25,349,,,,,,
04/05/2016 1620,13.1,14.62,15.89,352,,,,,,
04/05/2016 1630,12.8,14.29,15.53,350,,,,,,
04/05/2016 1640,14.3,15.96,17.35,343,,,,,,
04/05/2016 1650,14.5,16.19,17.59,341,,,,,,
04/05/2016 1700,14.9,16.63,18.07,344,,,,,,
04/05/2016 1710,14.9,16.63,18.07,345,,,,,,
04/05/2016 1720,14.5,16.19,17.59,338,,,,,,
04/05/2016 1730,14.9,16.63,18.07,339,,,,,,
04/05/2016 1740,14.7,16.41,17.83,338,,,,,,
04/05/2016 1750,14.9,16.63,18.07,330,,,,,,
04/05/2016 1800,13.4,14.96,16.25,331,,,,,,
04/05/2016 1810,7.4,8.26,8.98,340,,,,,,
04/05/2016 1820,15.1,16.86,18.32,329,,,,,,
04/05/2016 1830,14.4,16.07,17.47,331,,,,,,
04/05/2016 1840,14.7,16.41,17.83,332,,,,,,
04/05/2016 1850,14.8,16.52,17.95,328,,,,,,
04/05/2016 1900,14.5,16.19,17.59,324,,,,,,
04/05/2016 1910,13.9,15.52,16.86,329,,,,,,
04/05/2016 1920,13.9,15.52,16.86,325,,,,,,
04/05/2016 1930,13.5,15.07,16.38,327,,,,,,
04/05/2016 1940,14,15.63,16.98,324,,,,,,
04/05/2016 1950,14,15.63,16.98,325,,,,,,
04/05/2016 2000,14.1,15.74,17.1,324,,,,,,
04/05/2016 2010,14.1,15.74,17.1,327,,,,,,
04/05/2016 2020,13.9,15.52,16.86,324,,,,,,
04/05/2016 2030,13.4,14.96,16.25,325,,,,,,
04/05/2016 2040,12.8,14.29,15.53,324,,,,,,
04/05/2016 2050,12.9,14.4,15.65,327,,,,,,
04/05/2016 2100,13.9,15.52,16.86,321,,,,,,
04/05/2016 2110,13,14.51,15.77,326,,,,,,
04/05/2016 2120,12.5,13.95,15.16,329,,,,,,
04/05/2016 2130,12.5,13.95,15.16,331,,,,,,
04/05/2016 2140,13.7,15.29,16.62,334,,,,,,
04/05/2016 2150,13.8,15.4,16.74,332,,,,,,
04/05/2016 2200,14,15.63,16.98,334,,,,,,
04/05/2016 2210,13.2,14.73,16.01,340,,,,,,
